question,option0,option1,option2,correctIndex,difficulty,era,region
"In Kurosawa's 'Ran' (1985), the story is a reimagining of which William Shakespeare play?","King Lear","Macbeth","Hamlet",0,"Easy","80s","International"
"Which 2002 film by Yoji Yamada follows a low-ranking 'twilight' samurai who works as a warehouse clerk?","The Twilight Samurai","The Hidden Blade","Love and Honor",0,"Medium","Modern","International"
"In 'The Graduate' (1967), what does a family friend tell Dustin Hoffman the future is in?","Plastics","Computers","Real Estate",0,"Medium","New Hollywood","Domestic"
"Which 1976 boxing film won Best Picture and made Sylvester Stallone a superstar?","Rocky","Raging Bull","The Champ",0,"Easy","New Hollywood","Domestic"
"Who directed the 1977 sci-fi phenomenon 'Star Wars'?","George Lucas","Steven Spielberg","Francis Ford Coppola",0,"Easy","New Hollywood","Domestic"
"In the 1975 thriller 'Jaws', what kind of animal is terrorizing the town of Amity Island?","A Great White Shark","A Giant Squid","A Killer Whale",0,"Easy","New Hollywood","Domestic"
"Which 1968 horror film by George A. Romero introduced the modern 'slow-moving' zombie?","Night of the Living Dead","Dawn of the Dead","The Last House on the Left",0,"Easy","New Hollywood","Domestic"
"What is the name of the AI that rebels in Stanley Kubrick's '2001: A Space Odyssey'?","HAL 9000","R2-D2","Skynet",0,"Easy","New Hollywood","Domestic"
"Which 1969 film stars Peter Fonda and Dennis Hopper as two bikers traveling across America?","Easy Rider","The Wild One","Badlands",0,"Easy","New Hollywood","Domestic"
"In the 1972 film 'The Godfather', what is the first name of the title character played by Marlon Brando?","Vito","Michael","Sonny",0,"Easy","New Hollywood","Domestic"
"The 1966 'Spaghetti Western' 'The Good, the Bad and the Ugly' was directed by which Italian legend?","Sergio Leone","Federico Fellini","Luchino Visconti",0,"Easy","New Hollywood","International"
"Which 1962 British epic follows a real-life officer during the Arab Revolt of WWI?","Lawrence of Arabia","Doctor Zhivago","The Bridge on the River Kwai",0,"Easy","New Hollywood","International"
"In the 1979 film 'Mad Max', what is Max's profession in the collapsing society?","Police Officer","Mechanic","Doctor",0,"Easy","New Hollywood","International"
"Which 1973 Bruce Lee film was the first martial arts movie produced by a major Hollywood studio?","Enter the Dragon","The Big Boss","Fist of Fury",0,"Easy","New Hollywood","Domestic"
"Which 1968 animated film features The Beatles and the fictional land of Pepperland?","Yellow Submarine","A Hard Day's Night","Help!",0,"Easy","New Hollywood","International"
"Which 1964 James Bond film features the iconic villain Oddjob and his razor-rimmed hat?","Goldfinger","Dr. No","From Russia with Love",0,"Easy","New Hollywood","International"
"The 1970 film 'Tora! Tora! Tora!' depicts the attack on Pearl Harbor from which two perspectives?","American and Japanese","American and British","Japanese and German",0,"Easy","New Hollywood","International"
"Which 1966 spy film features a bumbling detective named Inspector Clouseau?","The Pink Panther","Casino Royale","The Man from U.N.C.L.E.",0,"Easy","New Hollywood","International"
"In the 1975 musical 'The Rocky Horror Picture Show', what is the name of the 'Sweet Transvestite' scientist?","Dr. Frank-N-Furter","Riff Raff","Brad Majors",0,"Easy","New Hollywood","International"
"Which 1970 Japanese film by Akira Kurosawa was his first color film and follows lives in a shantytown?","Dodes'ka-den","Red Beard","Kagemusha",0,"Medium","New Hollywood","International"
"Which 1971 film by Vittorio De Sica won the Oscar for Best Foreign Language Film and is set in Italy during WWII?","The Garden of the Finzi-Continis","Yesterday, Today and Tomorrow","Marriage Italian Style",0,"Easy","New Hollywood","International"
"Which 1966 'Spaghetti Western' features a protagonist dragging a coffin behind him?","Django","The Big Gundown","A Bullet for the General",0,"Hard","New Hollywood","International"
"The 1973 film 'Amarcord', a nostalgic look at an Italian town in the 1930s, was directed by whom?","Federico Fellini","Michelangelo Antonioni","Pier Paolo Pasolini",0,"Easy","New Hollywood","International"
"Which 1962 French film is told almost entirely through still photographs?","La Jetée","Sans Soleil","The Soft Skin",0,"Easy","New Hollywood","International"
"Which 1972 Soviet sci-fi film by Andrei Tarkovsky takes place on a space station orbiting a mysterious planet?","Solaris","Stalker","Mirror",0,"Easy","New Hollywood","International"
"The 1977 film 'Suspiria', a classic of the Giallo horror sub-genre, was produced in which country?","Italy","West Germany","France",0,"Easy","New Hollywood","International"
"Which 1964 Japanese horror anthology features four separate ghost stories based on folk tales?","Kwaidan","Onibaba","Kuroneko",0,"Easy","New Hollywood","International"
"Which 1966 film by Gillo Pontecorvo realistically depicts the Algerian War of Independence?","The Battle of Algiers","Burn!","Queimada",0,"Easy","New Hollywood","International"
"The 1973 animated film 'Fantastic Planet' (La Planète sauvage) was a co-production between France and which other country?","Czechoslovakia","Poland","Hungary",0,"Easy","New Hollywood","International"
"Which 1960 Italian film stars Marcello Mastroianni as a journalist in Rome?","La Dolce Vita","L'Avventura","Rocco and His Brothers",0,"Easy","New Hollywood","International"
"Which 1967 French crime film starring Alain Delon as a professional hitman influenced the 'cool' aesthetic of future action movies?","Le Samouraï","Army of Shadows","The Red Circle",0,"Easy","New Hollywood","International"
"The 1962 film 'Jules and Jim', which features a famous love triangle, was a landmark of which film movement?","French New Wave","Italian Neorealism","British Kitchen Sink",0,"Easy","New Hollywood","International"
"Which 1970 Italian film won the Academy Award for Best Foreign Language Film and follows a man who commits a murder to prove his loyalty to the Fascist party?","The Conformist","The Damned","The Passenger",0,"Easy","New Hollywood","International"
"Which 1971 Hong Kong film made Bruce Lee an international superstar?","The Big Boss","Enter the Dragon","Game of Death",0,"Easy","New Hollywood","International"
"The 1963 film 'Yesterday, Today and Tomorrow' stars which iconic Italian duo?","Sophia Loren and Marcello Mastroianni","Ingrid Bergman and Roberto Rossellini","Monica Vitti and Gabriele Ferzetti",0,"Easy","New Hollywood","International"
"Which 1960 French horror film features a scientist attempting to graft a new face onto his disfigured daughter?","Eyes Without a Face","The Skin I Live In","Diabolique",0,"Easy","New Hollywood","International"
"Which 1979 West German film, based on a novel by Günter Grass, follows a boy who decides to stop growing at age three?","The Tin Drum","Aguirre, the Wrath of God","The Marriage of Maria Braun",0,"Medium","New Hollywood","International"
"In the 1967 film 'The Graduate', what is the name of the daughter of the woman Benjamin Braddock has an affair with?","Elaine","Mrs. Robinson","April",0,"Medium","New Hollywood","Domestic"
"Which 1971 film stars Gene Hackman as 'Popeye' Doyle and features a famous car chase involving an elevated train?","The French Connection","Bullitt","The Seven-Ups",0,"Medium","New Hollywood","Domestic"
"In 'The Godfather' (1972), which character is sent to Las Vegas to buy out Moe Greene's casino stake?","Fredo Corleone","Tom Hagen","Michael Corleone",0,"Medium","New Hollywood","Domestic"
"Which 1974 Roman Polanski neo-noir stars Jack Nicholson as private investigator J.J. Gittes?","Chinatown","The Long Goodbye","Night Moves",0,"Medium","New Hollywood","Domestic"
"In 'Taxi Driver' (1976), what is the name of the political candidate Travis Bickle becomes obsessed with?","Charles Palantine","John Rooney","Frank Skeffington",0,"Medium","New Hollywood","Domestic"
"Which 1975 film by Robert Altman features 24 main characters and focuses on the country music scene?","Nashville","The Long Goodbye","McCabe & Mrs. Miller",0,"Medium","New Hollywood","Domestic"
"In 'Star Wars' (1977), which actor's voice was used for Darth Vader, though David Prowse wore the suit?","James Earl Jones","Christopher Lee","Orson Welles",0,"Medium","New Hollywood","Domestic"
"Which 1969 western stars Paul Newman and Robert Redford as outlaws on the run from a super-posse?","Butch Cassidy and the Sundance Kid","The Wild Bunch","True Grit",0,"Medium","New Hollywood","Domestic"
"In the 1973 film 'The Exorcist', what is the name of the young girl possessed by a demon?","Regan MacNeil","Chris MacNeil","Linda Blair",0,"Medium","New Hollywood","Domestic"
"Which 1970 film stars Ryan O'Neal and Ali MacGraw and features the line 'Love means never having to say you're sorry'?","Love Story","The Way We Were","Barefoot in the Park",0,"Medium","New Hollywood","Domestic"
"Who directed the 1973 film 'Mean Streets', which was the first major collaboration between Scorsese and De Niro?","Martin Scorsese","Francis Ford Coppola","Brian De Palma",0,"Medium","New Hollywood","Domestic"
"In 'Jaws' (1975), what is the name of the professional shark hunter played by Robert Shaw?","Quint","Hooper","Brody",0,"Medium","New Hollywood","Domestic"
"Which 1979 film by Ridley Scott features a female protagonist named Ellen Ripley?","Alien","Blade Runner","Star Wars",0,"Medium","New Hollywood","Domestic"
"In 'The Deer Hunter' (1978), which deadly game do the characters play while in a POW camp?","Russian Roulette","Poker","Chess",0,"Medium","New Hollywood","Domestic"
"Which 1967 film starring Warren Beatty and Faye Dunaway is credited with starting the New Hollywood era?","Bonnie and Clyde","Cool Hand Luke","The Dirty Dozen",0,"Medium","New Hollywood","Domestic"
"Which 1960 French film features a protagonist who models his persona after Humphrey Bogart?","Breathless","Le Samouraï","Pierrot le Fou",0,"Medium","New Hollywood","International"
"In the 1966 'Spaghetti Western' 'Django', what does the main character carry inside a coffin?","A Gatling gun","A literal corpse","Gold bars",0,"Medium","New Hollywood","International"
"Which 1971 Australian film features a group of children lost in the outback who are helped by an Aboriginal boy?","Walkabout","Wake in Fright","Picnic at Hanging Rock",0,"Medium","New Hollywood","International"
"In the 1973 film 'The Wicker Man', which actor plays the role of the island's leader, Lord Summerisle?","Christopher Lee","Edward Woodward","Britt Ekland",0,"Medium","New Hollywood","International"
"Which 1966 British film directed by Michelangelo Antonioni deals with the 1960s London counter-culture through a fashion photographer?","Blow-Up","Performance","Darling",0,"Medium","New Hollywood","International"
"In 'Seven Samurai' (1954), which character is the only one who is not actually a samurai by birth?","Kikuchiyo","Kambei","Kyuzo",0,"Medium","New Hollywood","International"
"Which 1977 Italian horror film uses a heavy synth score and bright colors to depict a coven of witches in a dance school?","Suspiria","Inferno","Deep Red",0,"Medium","New Hollywood","International"
"In the 1972 Tarkovsky film 'Solaris', what is the planet actually composed of?","A sentient ocean","A metallic gas","Frozen memories",0,"Medium","New Hollywood","International"
"Which 1963 Federico Fellini film features a famous opening dream sequence of a man floating above traffic?","8½","La Dolce Vita","Juliet of the Spirits",0,"Medium","New Hollywood","International"
